,OverallQual,TotalBsmtSF,GrLivArea,FullBath,KitchenQual,GarageCars,Antiquity
0,-0.033456775581996744,-0.49952437942829153,-1.593402288386369,-1.026599094101069,-4.289680693252862,-1.0465508671078334,-0.44988090474008885
1,2.7489355724327655,2.301085961355435,1.2026305541207,0.8317026140866611,2.8347387934198154,1.7955372344136118,-1.6617441975475464
2,1.3879069502926296,2.11169770288526,1.0492881079220928,0.8317026140866611,-0.06585980931231802,0.29085690550490034,-0.05219100470773127
3,-0.033456775581996744,-0.7491989182794848,0.27517589239227713,0.8317026140866611,-0.06585980931231802,0.29085690550490034,0.5471920714777683
4,1.3879069502926296,0.6003640876946083,1.7292073247651774,0.8317026140866611,-0.06585980931231802,1.7955372344136118,-0.23253560075664576
5,2.0750139871102453,1.6091740119884943,0.6373338405859083,0.8317026140866611,2.8347387934198154,1.7955372344136118,-1.143186544329675
6,0.6858400966307889,-0.7188907887592477,0.44179899402776424,-1.026599094101069,2.8347387934198154,0.29085690550490034,0.05372120081326905
7,-0.7729816283947196,-1.0058832585002657,-2.476173350183749,-1.026599094101069,-0.06585980931231802,-1.0465508671078334,1.280198754529241
8,-0.7729816283947196,-0.49952437942829153,-1.6709025285221104,-1.026599094101069,-0.06585980931231802,0.29085690550490034,-0.729460402038132
9,0.6858400966307889,1.3614542975408168,0.42067478157376537,0.8317026140866611,-0.06585980931231802,0.29085690550490034,-0.44988090474008885
10,2.0750139871102453,1.5837022666420817,2.1969857399194725,2.469865458411717,2.8347387934198154,1.7955372344136118,-1.6617441975475464
11,0.6858400966307889,0.5008441466080936,1.9754674308947766,-1.026599094101069,-0.06585980931231802,3.438247581418314,-0.6266840491869227
12,0.6858400966307889,0.3019741652867849,1.119652674954823,0.8317026140866611,-0.06585980931231802,0.29085690550490034,-0.37219201780154276
13,1.3879069502926296,0.14679720554376371,0.9460852754025711,0.8317026140866611,-0.06585980931231802,0.29085690550490034,-0.44988090474008885
14,1.3879069502926296,0.36629189957884506,1.6259161889643348,0.8317026140866611,2.8347387934198154,1.7955372344136118,-0.9806232182354323
